"[-1753.34592468 -1701.72130712  2332.39721984  3202.62195953   817.07012991
  -193.79846268   -39.13125652   -13.28792098  -324.12788244  -158.12657469
   -48.05259225 -1046.39088209  -414.52355802  1001.99614057  -445.91864585
 -1663.66008084   352.20274607   395.02817463   445.50505657   367.80575117
   732.74556556  1004.1412561   -307.8304635    239.06475612   262.0534841
  -101.18958314  -220.65474222  -208.18000736  -314.82059678   306.97207073
  1016.02681567   100.58457247   180.82443532    33.00254763  -644.24662714
   209.43367062  -703.09436246  -142.65563759   -49.2298973      7.87319724
  -504.21475675    55.29758672   105.8558706   -395.63345675    69.07418729
   818.61908498   -77.87071837  -242.25245887  -364.1806835    -19.67203943
  -159.49354214   153.2676742     73.8163776    249.25157306  -320.65739151
  -424.81137096   -11.90124958    63.38040437   236.04727739     4.70213447
  -371.75489062  -259.63689377    55.35601237   378.31360708]"
"[ 2588.07827578   327.41835742  2418.49235278  2433.06448317 -1204.90183986
  2136.0319254   -507.4976806    462.94360138  -615.76377148  1550.15697803
  -411.57642745   710.99269697   190.92013645   774.58747768 -1407.54756196
   238.72189255   270.10592723   961.89170629  -596.9436763    421.8043001
   -69.79390223  -188.74370878   593.80723833  -243.8670343   -164.04716544
   272.5321147   -278.87757649   177.67997611  -284.61054165  -281.43916588
  -309.11916346   925.47043886   510.86671092   534.10983505   269.11536385
   592.70269327  -203.34561825   450.73035492  -115.36671725    24.38927541
   467.49442888  -330.67543863  -655.34363713  -224.72596628   249.60278365
  -295.96215823  -236.88157611    31.009321     -28.44087033   422.65405365
  -445.88765835   -88.99976535   227.04652206  -111.47136248   -83.1176271
    82.57408939    95.96034954    37.18120388   381.33238018   -35.9474597
   -26.87332508  -215.12282598    99.19729416   115.00900649]"
"[ 2083.17986716 -3716.86462923  1585.6269287   1727.96704898  -656.63188569
  1400.20602967   491.1332122    206.12014244  1113.04418272 -1464.93381077
 -1297.16783541 -1594.97339174  -720.67494847 -1213.00977451   -58.10936982
   345.63356304   502.85283456  1641.41115341  -370.04667112  1036.90244494
  1370.52035137   445.4901096   -268.34694211   715.38094174  -675.47749486
  -217.29777476   -98.39583718    80.63566915   154.40760757   -69.88163413
