"[-5304.07034846   651.72468226   928.98660199  -248.71515736  -452.39585463
  -229.8469235   2591.17923519  -480.48838357  -212.63261185   154.06491796
   178.47988617   412.46120399   565.04564311  1158.33514556  1181.84276157
   -15.11380166  -242.12101339  -342.4565716   -434.15626521    78.74237835
  -426.34524802  -305.5797413   -118.08358229   443.45990389 -1185.46191758
  -104.27784643  -764.63589249  -153.0846478   -258.20438559  -418.00291256
   350.15536862  -149.0996032    704.79065307   -85.47858058   353.08473321
   300.74400257   509.87411321   -57.3663575    808.86210764  -411.28012729
    96.98374646  -281.77164048   331.15879147   -19.02432182  -691.36537117
  -407.5497293   -288.46130172   260.86429416   -78.08137564  -213.74635663
   371.78792349   -58.58463158  -613.73823383   153.7475094     65.63641928
   -80.98814189  -231.45073323  -264.15325887   -63.75038405    80.67489355
   -40.82819553   389.87564295    57.94926992    75.97440675]"
"[ -3.93210171e+03  -1.27714599e+03   5.28624341e+03   1.29335424e+03
  -1.70835114e+03  -9.84199568e+02   1.23545361e+03   8.28913089e+02
   3.51146744e+02  -2.44341402e+02   4.77543568e+02  -9.56282777e+01
   1.70593297e+01   4.43058383e+02  -1.98051833e+02  -5.19449764e+02
   2.65049598e+01  -6.33446188e+02   1.41904792e+02   1.81017650e+02
  -2.18494535e+02   4.39728350e+02   4.95132106e+02  -6.44262478e+02
   8.83388755e+02  -3.29398989e+02   4.36198226e+02  -6.67834600e+02
  -4.91685638e+02   4.21021654e+02   2.29927813e+02   5.55468383e+01
   8.89536549e+01   2.48416937e+02  -1.12494234e+02  -4.67791144e+02
  -2.19176931e+02  -2.80552394e+01   1.39752852e+02  -3.10601569e+02
   5.44805834e+02   4.70598443e+02  -1.25808413e+02  -3.42945603e+02
   2.75217119e+01  -3.32039845e+02  -6.98175568e+01   1.26169464e+02
  -3.40527372e+02  -8.71866312e+01  -9.89909421e+01  -6.27196583e+02
  -3.15309697e+02  -8.90193270e+01  -3.83158747e+01  -5.19771585e+01
  -7.31576844e+01   2.26001178e+02  -9.26093327e+01   3.09247176e+02
  -1.12246521e+02   6.92207702e+01   2.60515811e+02   1.85146926e+00]"
"[ -4.68533380e+03  -4.83145381e+03   1.65237774e+03   8.60004361e+02
  -1.39897063e+03   1.08766465e+03   1.60133773e+03  -1.83144530e+02
   1.77236654e+03   4.74338294e+01  -2.22765983e+03  -1.35686045e+03
   6.37405225e+02   6.44099482e+02  -5.31630935e+02   3.06537957e+02
   6.86687349e+02  -2.09897823e+02   5.91525847e+02  -3.33494780e+02
  -2.28466211e+02  -4.38315499e+02   1.51484488e+03   1.82738856e+01
   2.78862471e+02   8.91540364e+02   6.51505667e+02   6.33235013e+02
  -6.01420762e+02   3.94352695e+02   3.80444327e+02   4.74875762e+02
  -4.18289100e+02  -9.41799733e+01  -8.50666052e+01   1.16780930e+02
  -7.00899937e+02  -5.25661351e+02   1.53349456e+02  -1.29808924e+02
  -4.33197618e+01   2.99687439e+01  -2.60837179e+02  -1.42704331e+02
  -4.35299429e+02  -4.78201688e+01  -8.17728089e-01   5.99501650e+02
   2.69918002e+02  -1.95108997e+02   1.14626776e+01   2.30091239e+02
   1.86760323e+02  -4.03840958e+01  -5.52168663e+02   4.06876919e+02
   3.78416739e+02  -7.24286597e+02  -1.93476952e+02  -9.94836119e+02
  -3.93524046e+02   1.54123018e+02  -3.05320572e+02   7.82801131e+01]"
"[ -4.81699568e+03   2.04851650e+03  -1.38275173e+03  -1.98310552e+03
  -9.08695505e+02   1.78710024e+02  -9.59761349e+02  -6.68736466e+02
  -2.40033106e+01  -1.37187358e+03   4.40297176e+02  -4.06841686e-01
  -6.52290816e+01  -5.71644078e+02   4.67134910e+02   2.53392141e+02
   4.57357785e+02  -4.02929513e+02   6.83946992e+02  -2.61499384e+02
   3.86380870e+02  -2.45320188e+02  -4.94553402e+01  -7.06846827e+02
  -2.53221935e+02   4.10100346e+01   1.94781136e+02   1.16652147e+02
