"[  4.35375316e+03   5.06483973e+03   2.67507684e+02   7.27362059e+02
   2.26518420e+03  -2.82282656e+03   3.80654295e+02   6.08353577e+02
   9.91750155e+02   1.89098211e+03  -1.93539843e+02  -1.83955161e+03
   1.50053246e+03  -1.07174040e+03   3.21379104e+01  -7.37910308e+02
   6.02052190e+02   5.69436713e+02  -1.05940337e+03  -8.12275231e+02
   7.37668055e+01  -1.12114450e+03   1.33832835e+02  -4.81288959e+02
   1.24480593e+02  -5.99900257e+02   2.72759812e+01  -1.22847796e+03
   6.50585502e+02   2.46068669e+02  -1.13833232e+03  -1.58689841e+01
  -1.05220693e+03  -1.20424922e+03  -6.00273790e+02   4.94107496e+00
   5.42220042e+02  -1.26927710e+01   1.26959382e+02  -7.31045684e+02
   5.35547117e+01  -1.67907688e+02  -6.93546525e+02   4.06799639e+01
  -1.79133953e+02   6.24064934e+02  -3.69819844e+02   4.11451923e+02
  -2.30341324e+02   2.19043314e+02  -6.69104439e+02   4.54655587e+02
  -3.79507695e+02  -1.05949182e+02  -7.08519948e+02  -9.69219433e+01
   7.51940100e+02   2.80608903e+02  -3.55263882e+02  -5.22592724e+02
  -1.80829427e+02   3.79996472e+02  -2.58814058e+02  -9.57900730e+01]"
"[ 5458.41843673  3982.27039028   152.43204132     6.24892606  1908.04782772
  -809.21229492 -1772.36089895   994.75785779 -1439.67953128 -1338.98318675
  1509.1415427    472.40162493  -875.76193529  2212.14624031  -280.61745467
   343.37500259 -1296.68820599   554.82436144   599.72059671  -682.95836264
   222.18528889 -1173.49344717   172.15821281     6.1574918     94.49993274
   754.97582961   454.65400531  -544.59791924   294.15412917  -183.94077848
   154.67692522   244.97898181  -298.83068587  -518.16360243  -256.78331252
  -334.14011968   459.52928806   550.73892988  -142.1428457    253.48824049
   326.9225718   -276.08359925   458.24601312   123.120877    -375.88535212
    19.94271146  -160.69997843  -503.98107841   133.33977803   170.5871734
  -416.43291542    71.18967486    20.82780861  -431.82506951  -163.16142288
  -147.34745217  -195.16839411  -285.20451702   153.29585253   247.90689006
   236.23402066  -504.62629435   413.32879152   443.38190766]"
"[  7.01124072e+03   1.23319269e+03  -2.67585759e+02  -3.72848213e+03
   1.82068352e+03   1.05070477e+02  -3.64330525e+03   4.02587763e+02
  -1.12445813e+03  -8.00788577e+02   1.00549242e+03   3.44867428e+02
  -3.29590473e+02   3.84305264e+02   1.21222230e+03   5.22429717e+02
  -5.91417543e+02   9.21314930e+02   3.90715939e+02  -1.67299503e+02
   5.63930649e+02   5.04064784e+01   9.95860362e+02   6.71217567e+02
   4.50111962e+02   1.76956993e+02   7.16962841e+02  -8.42728398e+02
  -1.20037487e+03  -1.63465291e+02   3.27230738e+02  -7.64333254e+02
  -6.86334528e+02   2.54414221e+01  -1.24250119e+02  -2.61081931e+02
   2.10955401e+02   7.62091098e+01   2.45697406e+02   3.80868751e+02
   1.61581805e+02   3.30967411e+02   3.37194089e+02  -1.30075627e+02
  -6.91586482e+01  -3.54489934e+02  -3.69818873e+02  -8.96426286e+01
   1.62599622e+02   1.01527841e+02  -6.36163552e+01  -2.54791952e+00
  -1.95459486e+02  -4.53242906e+02  -2.57629272e+01  -1.33843499e+02
  -3.38537479e+02   9.63532722e+00   5.72387939e+01   3.14270761e+02
   2.57608774e+02  -3.90271105e+02   3.19760857e+02   2.81004010e+02]"
"[  4.68475855e+03  -3.56729294e+02   1.46811456e+03  -2.49034696e+02
  -1.06502247e+03   1.51588842e+03   2.75228432e+03  -1.04697323e+02
  -2.28651013e+03  -3.31294274e+03  -1.83941420e+02   7.45168015e+02
   7.17792793e+02   5.63430280e+02   1.38940936e+02  -4.25238253e+02
  -7.43030661e+02  -1.22308397e+03  -2.43503528e+02  -3.86945271e+02
   9.35848938e+02   1.85999387e+02  -7.16858773e+01   5.45243107e+02
   7.38087912e+02   3.98790405e+02  -7.81696342e+01  -8.53853698e+02
   4.56596914e+02   1.33001095e+02  -4.66986465e+02   1.03784126e+02
  -4.33580451e+02  -7.89432282e+02  -1.03961582e+01   1.83010705e+02
   7.60116931e+01   2.63239785e+02  -2.85650369e+02  -2.58157067e+02
   7.56706572e+02   6.26376637e+02   2.91393237e+02  -8.83134151e+01
   4.76804337e+02   1.21415176e+02  -3.45021835e+02   1.63720741e+02
  -3.24868114e+02  -5.42272100e+02  -4.66661299e+02   2.00471386e+00
  -4.51712036e+02  -1.78513465e+02  -4.90478127e+02  -3.33729091e+02
  -5.79090570e+01   4.17783034e+02   5.69597986e+01   3.88737086e+02
  -1.53747643e+02  -4.89125319e+01   1.14419184e+02  -1.24008291e+02]"
"[  3.81793349e+03  -4.74619313e+03   2.19255532e+03  -7.12270651e+01
   1.51468460e+03   2.04455180e+03   9.74326476e+02   3.99125930e+02
  -1.75635521e+03  -3.18671372e+03  -2.57145706e+02  -2.94311641e+02
   7.80597784e+02   1.00822920e+02  -1.52550835e+02   2.48936989e+02
  -7.99805725e+02  -4.00776025e+00   9.44730220e+02  -2.79142218e+01
   6.34012702e+02   5.89440712e+02   1.75177017e+02   2.35341817e+02
  -4.80709437e+01   1.18421383e+03   5.86413361e+02   2.30273922e+02
  -2.36350646e+02   4.03030191e+02  -7.56177362e+02  -5.07761784e+02
  -2.72675275e+02  -1.19863330e+03   3.22439160e+02  -4.86623378e+02
   2.90792118e+01   4.83139818e+02  -2.02583997e+02  -8.22486109e+02
   3.57366864e+02   4.60398206e+02   6.03381787e+02  -3.35387391e+02
   2.79852490e+02   4.15043676e+02  -2.06927031e+02  -3.19407826e+02
  -5.68623004e+02  -6.26188697e+02  -3.86773090e+02   4.86001844e+02
  -5.22933140e+01  -4.27590238e+02  -3.08745266e+02  -4.55475630e+02
   7.88129460e+01   2.00415011e+02   5.08035716e+02   6.27023657e+02
  -6.09258050e+02   1.75496740e+02  -2.32261186e+01  -2.75256064e+01]"
"[ 1705.84961545 -1136.08730604    67.1416812   1905.91895392   765.85469643
  2373.03547514  -605.60013984  -630.10458575   694.17378882   286.58808752
   364.07580433  -853.91849571  -210.34091311   261.71548753 -1121.87870449
   510.53221376  -830.22375941    58.97165829   211.47311512   646.16300627
   131.18920291  -203.5268525   1611.50211469   296.34781298 -1519.05525117
  -545.57314064   305.02291273  2024.98915202  -456.27737057  -828.98666964
    66.232442      65.12187214  -563.85303758   195.7172574   -719.54609956
   175.45597663   -17.882295    -188.09981023  -730.80537236 -1142.45799502
   107.3395067    711.92899928  -613.67304559   349.73285159   413.91980688
   164.66797122  -767.37309413   440.96102023   350.56726634 -1804.30056357
  -498.59933371   709.5422744   -206.37202499   246.01745686  -349.35095573
  -202.64623925   171.32924602  -640.61102616   923.56040119  -188.24030198
   320.0872863   -331.51955155    -9.16362302   453.75636522]"
"[  858.15305229 -2472.2053438     71.52137057  1027.87065614  1458.73587348
  2247.37091384  -929.22383892  -869.31280607   681.69837448   109.10737286
   178.36051299  -995.64609367   -62.31825467  -111.11424534 -1345.11403251
   330.70556312 -1141.00960863  -107.50536655   354.03603681   483.02319453
    85.99301963  -569.535438    2492.717391     461.61480023 -1651.59424762
  -624.22993153   -62.94845132  1888.68599774  -414.61135162  -769.47717135
   453.54609595  -118.69927106  -111.53635086   147.50196806  -918.02752371
   -82.26130083  -337.79540832  -321.76812898  -874.39006424 -1545.18711551
    38.52708963   606.41642192  -548.93284706   494.67524712   680.19139015
   175.8318138  -1075.39553174   384.09113096   695.66568812 -1929.25481763
  -581.01576995   810.31626035  -384.88805595   221.11925901  -465.10445107
   -62.27373528   164.25586214  -492.11859906   955.97029998  -163.64655991
   460.31585574  -593.05021287    77.77373865   358.70532576]"
"[ 2392.28435237   975.11233174  -768.40672266  1742.33670887   554.88521122
  1586.53172729  1931.37139294 -2013.9116344    684.39088952   -31.87735371
  -190.33979616   954.15065822  -240.93633638   345.25527749  -334.92229456
   716.89130282  -478.37214166  -442.1158601  -1289.20253097  -453.08339388
  -573.89988862   407.97415853   907.26166392   634.88565406 -1381.51455589
    63.98787101  -716.02078811  -615.43080542 -1174.43915414  -154.44344958
  -342.84817087   303.43475406   489.54203997   320.00357217   -33.08582568
   168.8761772    301.74985367   -86.95739157  -170.6221199    359.68547559
    90.9221866  -1437.4320166    944.03805792  -804.44846368   546.08573869
  -847.37206864   -18.36899768   299.01886045   400.94484641  -340.40856469
  -744.18180257   460.03101347  -197.3840906   1048.19186949  -760.55374708
   257.96743863   215.83483365  1303.74596951   651.0476054   -593.35414627
  -343.72028377   -32.44040008  -423.22092678  -250.08914251]"
"[ 1964.27539264   -60.07781568  -893.60576111   976.38641433  1663.40845634
  1621.53520531  2242.2133311  -2790.67383391   682.82175234     9.47596018
  -292.76077554   830.21826356   131.95960402   189.68703268  -690.13227759
  1199.3980532   -671.49060025  -642.54901919 -1582.98774672  -646.36490772
  -908.91706775   373.68557117  1180.35356347   706.1868522  -1553.69483657
   -12.16830755 -1062.04729192  -866.94431352 -1357.03494908   -78.2013362
  -387.64877843   276.21167451   600.21474658   152.69943723   193.94097724
   147.23725231   427.6153632     19.40534541  -236.22956383   498.4459051
    71.37985049 -1432.4368327   1135.55786932  -749.33889354   847.77534247
  -980.9890404    134.75740844    50.23674112   469.89305522  -422.88948893
  -566.35944898   504.98731121   -74.5126938   1138.41151102  -693.13014654
   332.17643501   253.95972214  1347.52569465   551.77726738  -598.08183386
  -521.65874385   160.77827412  -555.43900821  -314.08771759]"
"[ -1.51179789e+03  -2.16393196e+03   3.32022153e+03   1.57840732e+03
  -1.72908546e+03  -2.68996626e+03   1.81480237e+03   1.88500319e+02
  -6.75262982e+02   1.73122122e+02   7.60178514e+02   4.30235802e+02
  -7.10450827e+02   1.04785134e+03  -1.90531501e+03   5.44599840e+02
   7.89444201e+02  -2.14000435e+02  -1.22360152e+01   4.65387621e+02
   3.21207172e+02   8.01200010e+02  -2.86125048e+01  -5.34960495e+02
   1.85036335e+02   1.74315345e+02   2.88341981e+01   3.95657817e+01
   9.04130404e+02   1.05393424e+03  -7.04572016e+01   3.59057798e+02
