"[  9.46444211e+02  -2.21896862e+03   3.27668961e+03  -2.00904794e+03
  -1.11438494e+03   6.18015982e+02  -7.38479239e+02   3.79584040e+02
   1.22511565e+03  -1.68104572e+02  -3.70140801e+02   4.55195873e+02
  -2.50270881e+02   1.78529340e+02   3.31683748e+02  -5.51953032e+02
  -6.05355374e+01  -7.18752416e+02   3.24587487e+01  -4.73552027e+02
  -3.72658393e+02  -7.32019769e+02   1.24076695e+03  -2.70740266e+02
  -6.51164003e+01   3.26872719e+02  -5.52522330e+02  -1.38322797e+02
  -9.05726806e+02   7.83593859e+02   5.14346410e+02  -4.07198496e+02
  -6.35026552e+02  -4.07987557e+02  -1.56516789e+02   6.16984251e+02
   2.80100269e+00  -5.37162648e+02  -7.24765488e+00  -4.84733131e+02
  -1.71312495e+02   5.29930021e+02  -2.09005984e+02   4.17990792e+02
  -1.84340856e+02   2.07525721e+02   1.46907110e+02  -6.73528127e+02
  -1.79837556e+02  -9.74321702e+01  -1.48571454e+02  -2.09409200e+02
  -6.60384741e-02   5.51624152e+02   2.52105651e+02   7.04747960e+02
   1.73902739e+02   1.93288086e+01  -1.03452870e+02  -9.54646358e+01
   4.44523350e+02  -3.98729173e+01  -1.97206598e+02  -4.07563783e+02]"
"[-3446.25887413  2290.63790378  2356.50241468   745.50820808 -1709.10384995
 -2372.80418604  -776.2984124   -977.15427027  -270.31074674  -347.58238584
  -174.17604604  -480.54266338   432.96432719 -1391.57027167   -12.15313218
   -90.81118729   644.72377962  -280.53204388   209.65105555   -81.31555803
  -238.89457169  -448.81587758 -1419.08245431   482.70870933   495.83124937
    87.36376534  -395.97070736    90.53657044   721.2787808    451.18673826
   217.07460417    42.59088847  -308.48172858   533.90095104  -490.22092523
    64.97754938   295.75286781  -196.06654115   288.45529169  -522.16522736
    71.29802527  -127.77580111   932.15565334  -653.39267452   162.02482887
   165.15397497  -224.71312887  -152.81740893  -343.5208234     40.37707858
  -327.07095198   253.44723373  -233.48780477    24.25692613   -58.32823074
   -87.61370436   178.11437061   106.41990031   229.12182016    20.71098203
  -307.85644158    20.99801405    97.85143747   560.13502581]"
"[-2367.99486928 -1656.33169366   832.94910258 -1540.01573147 -3439.2695309
 -3178.75947745  1350.65035903   359.38486342  -435.45170964   362.41048629
  2228.35530533   484.95333347  -932.6143893   -283.45327054   115.59072505
  -829.18504616  -872.03391694 -1175.05570511   272.43782638   378.39813711
    35.38020431  1287.27227303  -999.74097479   696.67553357   373.47512587
  -663.41966184    12.93960046   732.44947407  -201.49702013   -37.14912146
   -91.83980204   402.84392401  -788.49583423   698.88733119  -317.98212078
    12.99527924  -665.05599284   243.81869458   539.2132483    235.59037291
   498.55149998    37.40302531  -282.11626883   104.58221737 -1062.7339899
  -154.27580738  -514.00890783   448.12618479  -456.15111232  -202.82060082
  -557.34035861   369.20860625  -109.72502812   -97.17213142   287.09043977
   755.51132335    87.23590987  -188.39471469   373.66825423  -661.88206832
   243.25385733   560.10123422   334.48851269   484.97526904]"
"[ 4609.52641901   460.54829088  3136.28311361   189.4636173   -875.64848779
  2128.24926641  1947.53953985   465.07908843  -674.14476571    37.97545237
  -902.10958986   471.71872744  -143.88425602  -493.77915409   605.91417527
   -29.64739489   607.29927247 -1131.54107175   769.33743586  1035.1128954
   145.558242     153.2271413   -216.59122202   985.74144934    38.43257945
  -210.34063716   -91.06737905    28.76783071   357.79836329  -845.36054993
   966.86382004   472.65129418   129.07151735   458.08898965  -663.60931197
   189.82168769   537.17660235   -94.8205393      6.21859967   153.73556158
    36.65947255   162.58584679   441.62478264   484.93679634  -127.7776591
  -372.71627727   -33.40522073   702.11172866   535.62516975   291.77450491
  -238.79905813   888.86361286  -274.98588207   131.37566639   257.27966346
   219.46510968    71.47092077  -446.63049545   124.68521229   118.34703505
   304.6586525   -242.9887934     91.32808973    99.65592956]"
"[  3.30638785e+03  -3.18073204e+03   2.23349883e+03  -8.47969987e+01
  -2.29217668e+03   1.77105575e+03   1.73309690e+03  -1.98347820e+03
   5.68369788e+02   4.09184049e+02  -1.49119487e+03   2.66585412e+03
  -1.37930733e+02   3.94096049e+02  -5.24192763e+02  -5.49670500e+02
   1.09491360e+03   3.17482677e+00  -1.73110540e+03  -3.66716331e+02
  -6.32358693e+02   1.43882871e+03  -3.83647199e+02   1.00996185e+02
   2.88147415e+02   1.52251305e+02  -4.33693219e+02   1.75229445e+02
  -8.05163490e+02   3.39941665e+02  -1.53918564e+02  -4.42893990e+02
   1.71158877e+02   7.57610702e+02  -3.67395269e+02   1.50800777e+02
  -2.59739714e+02   1.20094330e+02   1.68811457e+02  -7.55848568e+01
   4.59957917e+02   2.64614820e+02  -2.66560471e+02  -8.80563024e+01
  -4.19061312e+02  -6.68953106e+02   1.62532633e+02  -7.75279475e+01
   2.99805240e+02   7.11152444e+02   1.50190467e+02   3.48161613e+02
   1.07214346e+03  -3.71708133e+02  -9.36715139e+02   3.36770986e+02
  -2.60568237e+02  -5.80971542e+01  -4.88989662e+02  -5.24360269e+02
  -5.04864293e+02   1.39937994e+02   2.88299028e+02   3.55207350e+02]"
"[ 3051.1175268   1947.4880154  -1456.20717077  3698.37674729  -957.78662632
  -904.66196999 -1494.88759568  -573.10554639   -62.49075202 -1446.43416711
   956.88808992  2162.75371422   132.38035776    24.46916816   838.00170137
  1731.72610906 -2463.43443655 -1891.18969308   737.04054752  -568.57781159
  -174.97534247   143.21970247  -703.42044438    24.27216418 -1284.92747154
 -1616.32565418  -212.25917362   216.06880979   -70.28780326   929.93412593
 -1238.03663751 -1006.94436351   335.60086199  -515.24585203  -186.17011992
   928.05827365  1501.32207796  -328.1985202   -566.07961337    99.47495119
 -1870.44661578  -588.54202276  -172.90566062   506.84135757  -462.98792982
  -248.92792749  -219.0892057    628.29711544  -629.74706904  1074.35274022
   -15.67505929  -154.33952227   953.84811347 -1219.05202997   227.08206499
   283.66517489  -182.0992184    487.16337349  1076.56913123   469.17052642
   824.95432843  -154.50939979 -1700.43032238    17.4352088 ]"
"[  3.20922901e+03  -1.17094658e+02  -2.61147824e+03   4.00667842e+03
  -1.22620558e+03  -1.30650484e+03  -1.36591972e+03  -8.93058403e+02
  -8.92834087e+02  -2.34538518e+03   3.37461165e+02   1.90670224e+03
  -5.30811784e+02  -4.66753269e+02   1.36595428e+03   1.80433832e+03
