"[  3.16198445e+03  -3.67699307e+03  -1.16933107e+03  -2.28756890e+03
   1.50453560e+03  -2.08762539e+03   1.13750304e+03   6.64491656e+02
   6.87275710e+02   3.96220859e+02   5.73563298e+02  -8.75077063e+02
  -4.13092517e+02  -1.23112865e+03  -8.89690767e+02  -5.66925960e+01
  -5.90472132e+02   1.19119420e+02  -2.30565705e+02   3.04905062e+02
   1.63314563e+02   6.55495933e+02  -2.15800504e+02  -8.54280030e+01
  -7.07908676e+02   7.46318123e+02  -1.43257743e+02  -6.92303108e+01
  -4.62743184e+02  -2.35815563e+02  -7.35432696e+02  -2.44315083e+02
  -1.22218720e+02  -3.66335709e+02   3.35331713e+02  -5.38684863e+00
  -5.54137844e+01  -6.33859224e+02  -4.52288904e+02  -2.77601736e+02
  -2.37975606e+02  -1.78568860e+02  -2.75237260e+02  -6.07229006e+02
  -3.75443184e+02   5.42050390e+01   2.33729601e+00  -3.43392795e+02
   1.76893883e+02   2.48948073e+02   2.15445091e+02  -5.41975609e+01
  -1.48908988e+01   2.28315982e+02   2.53539310e+02   2.55536374e+02
  -1.61697672e+02   3.60903797e+02  -3.02407036e+02  -4.71146669e+02
  -2.87776462e+02   4.32355286e+01   1.74768178e+02  -2.92164494e+02]"
"[ -4.95895617e+03   1.70364128e+02   1.60149562e+03  -1.60395269e+03
   2.59138283e+01   2.14578361e+03   4.74891781e+00  -1.83101353e+03
   1.66883608e+03  -1.13249037e+03   3.61208496e+02  -9.41222919e+02
   5.28800496e+02  -3.49841730e+02  -5.45772638e+01  -6.55461442e+02
   7.19279240e+02   1.03280058e+02   4.78998626e+02  -3.37586831e+02
  -6.53801069e+02   1.20288718e+02  -2.32562933e+02  -8.69636751e+01
   1.04088149e+02  -8.05251635e+01   5.69566379e+02   3.60835196e+02
  -3.93300279e-01  -1.80993520e+02  -4.01961894e+02   3.94467979e+02
  -3.97693865e+02   1.88446577e+02  -2.77193366e+02   2.23348346e+02
   4.85608497e+02   9.57785148e+01  -4.02850375e+02  -1.89662309e+02
   1.53065441e+02  -5.68030580e+01  -1.85915313e+02   2.24490894e+02
  -2.57773308e+01   5.58290000e+02   2.16774802e+02   1.00141677e+02
   2.31312375e+02   1.38410462e+02  -3.12047141e+02  -3.68386111e+02
  -8.26459611e+01   3.04593097e+02   1.43965797e+01  -4.65182768e+02
  -2.22103227e+02  -3.84583947e+02  -4.84068540e+02  -5.07246502e+02
  -2.81968455e+02   2.66404508e+02  -4.38167923e+02  -1.14510826e+01]"
"[-5094.34580787 -2513.87120207 -2330.70835801  2550.58790977  -996.47852587
  2890.24078567  3603.27857923 -1138.93251817   556.86792333  -770.69867306
  -936.31205427  -806.4011234    446.4697974   -224.23225529  -804.40422133
   109.34661434  -119.67528281    64.74554191  -261.58915708  -115.75040157
   345.14300739  -297.31859912  -293.00658952    42.74424849   799.74084737
   308.39046645  -270.45338978  -413.2164831   -267.08190158   362.93151012
   466.57643145   496.71971999   353.33274402  -767.84637623   295.67382863
  -498.69784929  -112.37274032   260.21026326    79.13711717  -855.19383569
  -150.80626525   675.97915104   467.41568284    96.75472001  -424.51037249
