"[ 2354.69813017 -4430.29101599  3541.20451155  -582.30867269   964.11797341
 -3593.54812657  1082.73494001  -841.27398148  -864.28523884  -825.17642933
   738.88643859  -221.47801616   -82.99705351   -47.54965775  -417.25657005
   475.20304295   367.40959281   824.14315275   618.23941853   182.95146587
  -506.99827492  -501.00012455   162.30364915   188.20108259   258.28741404
  -220.28665396  1145.4787731    238.68908821  -474.63018841  -319.24172402
  -625.18047068   742.82206981  -716.68731335  -322.38741565  -260.99050326
   165.72007255   260.98056868   484.17389095   848.08840443  -340.81835379
   -59.96790956    11.69819198  -831.5830717     16.38924347   590.93195853
   129.21476521  1104.69069311  -527.32093778  -127.99009927  -285.94674058
  -496.1588611   -136.1210707    327.32410789  -130.20209944  -650.94906777
  -280.70616508  -234.22106566  -176.28259011   419.43205147  -243.22393673
   419.2931028    129.81571698   651.39089741  -264.89157253]"
"[ -4.27180529e+03   3.26435956e+03   2.95502745e+02  -5.98646384e+02
   2.03193969e+03   1.09813096e+03  -1.37172583e+03   5.57299532e+02
  -1.03415693e+03  -1.16204725e+03   4.18069422e+02   1.62051101e+03
   6.65437227e+02  -5.21219914e+02  -9.93841503e+02   2.80683049e+02
  -1.68488024e+02  -3.08927958e+02   1.14674569e+02  -4.93154702e+02
   1.00276358e+02   4.31348175e+02   7.60482908e+02  -4.17702935e+00
   5.21034215e+02  -1.39283495e+02   1.01908697e+03   1.43126890e+02
   5.36764516e+02  -1.69463687e+02  -8.39661410e+01   1.99338164e+02
   7.45236696e+01  -1.96046773e+02   1.56708917e+02  -7.06930074e+02
   2.64058353e+02  -6.50800331e+01  -5.57625795e+02  -1.46140609e+02
  -3.67296906e+02   3.40146441e+02  -1.23127311e+02   2.80290240e+01
  -2.84446333e+01   4.11923199e+02   5.59287856e+01  -1.36730076e+01
  -2.51940043e+01  -1.77897137e+00  -4.79251587e+01  -1.16679214e+02
  -1.77102189e+02   5.17246514e+02  -3.39583007e+02   2.90705100e+02
  -2.36813201e+02  -1.13308775e+02   2.34427701e+02  -3.31663486e+02
  -2.94856771e+02   4.47766033e+01  -2.34839390e+01   1.20560794e+02]"
"[ -4.13156902e+03   2.19151141e+03  -1.11223499e+03  -3.44175667e+03
   6.61544264e+02   1.34405697e+03   3.17702372e+02   8.20178200e+01
  -3.05711239e+02  -4.36163922e+02   1.40240939e+03   5.61491785e+02
   2.24930553e+02  -9.97445741e+02  -2.47712725e+02  -4.84593402e+01
   6.68823049e+02   1.22400984e+03   5.91706837e+02   1.72789455e+02
  -1.11756936e+03   5.48728669e+02   2.51959997e+01   1.77788728e+02
   3.84058935e+02  -1.61060453e+01  -5.81296467e+02  -3.81951613e+01
  -1.13187384e+03   5.29394113e+02   1.93033518e+01   3.23632737e+02
   2.20931687e+02  -1.15939847e+02   3.42515265e-01  -1.31911107e+03
   7.01830411e+02  -2.99942627e+02  -5.60205822e+02   6.86821095e+02
  -7.43684512e+02  -1.35412369e+02  -3.50316106e+02  -1.08652118e+02
  -2.00825453e+02   4.04910082e+01   5.51063930e+01   3.39394910e+02
   7.45370599e+02  -3.35823082e+02  -6.35319007e+02  -3.47540822e+02
   3.60831484e+02   2.36993738e+02  -3.98490639e+02   1.11989105e+01
  -7.51743762e+01   5.44024268e+01   2.95964883e+02  -8.28826651e+01
   2.58164993e+02   7.60301206e+01  -3.11726650e+02  -5.16137431e+02]"
